order_id,order_date,ship_mode,customer_id,customer_name,country/region,city,state,postal_code,region,product_id,sales,quantity,discount,profit
CA-2019-145625,2019-09-11,Standard Class,KC-16540,Kelly Collister,United States,San Diego,California,92037.0,West,TEC-AC-10003832,3347.37,13,0.0,636.0002999999997
CA-2020-163139,2020-12-01,Second Class,CC-12670,Craig Carreira,United States,New York City,New York,10009.0,East,TEC-AC-10000290,20.37,3,0.0,6.925800000000001
CA-2018-155040,2018-11-10,Standard Class,AH-10210,Alan Hwang,United States,Brentwood,California,94513.0,West,TEC-AC-10004469,79.9,2,0.0,35.156000000000006
CA-2018-155334,2018-07-30,First Class,HA-14920,Helen Andreada,United States,San Francisco,California,94109.0,West,TEC-AC-10003628,209.92999999999998,7,0.0,92.36920000000002
CA-2018-130883,2018-09-26,Standard Class,TB-21520,Tracy Blumstein,United States,Portland,Oregon,97206.0,West,TEC-AC-10001956,239.80000000000004,5,0.2,47.95999999999999
CA-2019-110772,2019-11-20,Second Class,NZ-18565,Nick Zandusky,United States,Columbus,Ohio,43229.0,East,TEC-AC-10002001,255.98400000000004,2,0.2,54.39660000000001
CA-2017-164973,2017-11-04,Standard Class,NM-18445,Nathan Mautz,United States,New York City,New York,10024.0,East,TEC-AC-10000892,360.0,4,0.0,129.6
CA-2019-162138,2019-04-23,Standard Class,GK-14620,Grace Kelly,United States,Hesperia,California,92345.0,West,TEC-AC-10001908,99.99,1,0.0,34.9965
CA-2019-129714,2019-09-01,First Class,AB-10060,Adam Bellavance,United States,New York City,New York,10009.0,East,TEC-AC-10000290,6.79,1,0.0,2.3086
US-2017-119137,2017-07-23,Standard Class,AG-10900,Arthur Gainer,United States,Tucson,Arizona,85705.0,West,TEC-AC-10003911,1023.9360000000001,8,0.2,179.1887999999999
US-2017-119137,2017-07-23,Standard Class,AG-10900,Arthur Gainer,United States,Tucson,Arizona,85705.0,West,TEC-AC-10002076,479.04,10,0.2,-29.940000000000012
CA-2018-125395,2018-06-26,Second Class,LA-16780,Laura Armstrong,United States,Taylor,Michigan,48180.0,Central,TEC-AC-10004708,41.9,2,0.0,8.799
US-2018-168935,2018-11-27,Standard Class,DO-13435,Denny Ordway,United States,Pembroke Pines,Florida,33024.0,South,TEC-AC-10002335,83.97600000000001,3,0.2,-1.049700000000005
CA-2020-101798,2020-12-11,Standard Class,MV-18190,Mike Vittorini,United States,New York City,New York,10009.0,East,TEC-AC-10001998,39.98,2,0.0,13.593199999999996
CA-2019-108987,2019-09-08,Second Class,AG-10675,Anna Gayman,United States,Houston,Texas,77036.0,Central,TEC-AC-10000158,57.584,2,0.2,0.7197999999999993
CA-2020-117457,2020-12-08,Standard Class,KH-16510,Keith Herrera,United States,San Francisco,California,94110.0,West,TEC-AC-10000158,179.95000000000002,5,0.0,37.789500000000004
CA-2017-142048,2017-06-22,First Class,JE-15745,Joel Eaton,United States,Louisville,Colorado,80027.0,West,TEC-AC-10004114,196.752,6,0.2,56.56620000000001
US-2019-123750,2019-04-15,Standard Class,RB-19795,Ross Baird,United States,Gastonia,North Carolina,28052.0,South,TEC-AC-10004659,408.74399999999997,7,0.2,76.63949999999998
US-2019-123750,2019-04-15,Standard Class,RB-19795,Ross Baird,United States,Gastonia,North Carolina,28052.0,South,TEC-AC-10004659,291.96,5,0.2,54.74249999999998
US-2017-150574,2017-12-19,Standard Class,MK-18160,Mike Kennedy,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10002600,247.8,5,0.2,-18.584999999999994
CA-2019-100153,2019-12-13,Standard Class,KH-16630,Ken Heidel,United States,Norman,Oklahoma,73071.0,Central,TEC-AC-10001772,63.88,4,0.0,24.913200000000003
CA-2018-109638,2018-12-15,Standard Class,JH-15985,Joseph Holt,United States,Seattle,Washington,98115.0,West,TEC-AC-10004571,899.91,9,0.0,377.96220000000005
CA-2017-134677,2017-10-06,Standard Class,XP-21865,Xylona Preis,United States,San Diego,California,92024.0,West,TEC-AC-10001445,9.09,3,0.0,1.9088999999999996
CA-2017-127691,2017-07-22,Standard Class,EM-14065,Erin Mull,United States,New York City,New York,10024.0,East,TEC-AC-10002567,159.98,2,0.0,57.5928
CA-2017-133753,2017-06-09,Second Class,CW-11905,Carl Weiss,United States,Huntsville,Texas,77340.0,Central,TEC-AC-10000303,63.98400000000001,2,0.2,10.397399999999998
CA-2019-169166,2019-05-09,Standard Class,SS-20590,Sonia Sunley,United States,Seattle,Washington,98115.0,West,TEC-AC-10000991,93.98,2,0.0,13.157200000000003
CA-2020-135307,2020-11-26,First Class,LS-17245,Lynn Smith,United States,Gladstone,Missouri,64118.0,Central,TEC-AC-10002399,38.04,2,0.0,12.172799999999999
CA-2018-157812,2018-03-22,Standard Class,DB-13210,Dean Braden,United States,Houston,Texas,77041.0,Central,TEC-AC-10000171,18.392,1,0.2,5.2877
US-2019-139486,2019-05-21,First Class,LH-17155,Logan Haushalter,United States,Los Angeles,California,90032.0,West,TEC-AC-10003832,66.26,2,0.0,27.166600000000003
CA-2017-140795,2017-02-01,First Class,BD-11500,Bradley Drucker,United States,Green Bay,Wisconsin,54302.0,Central,TEC-AC-10001432,468.90000000000003,6,0.0,206.31600000000006
CA-2017-103849,2017-05-11,Standard Class,PG-18895,Paul Gonzalez,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10001465,58.112,2,0.2,7.263999999999994
CA-2017-135405,2017-01-09,Standard Class,MS-17830,Melanie Seite,United States,Laredo,Texas,78041.0,Central,TEC-AC-10001266,31.200000000000003,3,0.2,9.749999999999996
US-2019-135720,2019-12-11,Second Class,FM-14380,Fred McMath,United States,Aurora,Colorado,80013.0,West,TEC-AC-10001267,119.80000000000001,5,0.2,29.950000000000003
CA-2020-144694,2020-09-24,Second Class,BD-11605,Brian Dahlen,United States,Miami,Florida,33180.0,South,TEC-AC-10002857,17.880000000000003,3,0.2,2.458499999999999
CA-2020-106103,2020-06-10,Standard Class,SC-20305,Sean Christensen,United States,Rochester Hills,Michigan,48307.0,Central,TEC-AC-10003832,132.52,4,0.0,54.333200000000005
CA-2019-160745,2019-12-11,Second Class,AR-10825,Anthony Rawles,United States,Vancouver,Washington,98661.0,West,TEC-AC-10001142,316.0,4,0.0,31.599999999999966
CA-2020-140844,2020-06-19,Standard Class,AR-10405,Allen Rosenblatt,United States,New York City,New York,10035.0,East,TEC-AC-10001101,103.12,8,0.0,10.311999999999998
CA-2020-130351,2020-12-05,First Class,RB-19570,Rob Beeghly,United States,Columbus,Indiana,47201.0,Central,TEC-AC-10003832,99.39000000000001,3,0.0,40.749900000000004
US-2020-119438,2020-03-18,Standard Class,CD-11980,Carol Darley,United States,Tyler,Texas,75701.0,Central,TEC-AC-10003614,27.816000000000003,3,0.2,4.520099999999996
CA-2017-157784,2017-07-05,First Class,MC-17845,Michael Chen,United States,Jackson,Mississippi,39212.0,South,TEC-AC-10003911,479.97,3,0.0,163.1898
CA-2018-131534,2018-03-28,Standard Class,AB-10165,Alan Barnes,United States,Los Angeles,California,90036.0,West,TEC-AC-10002253,166.24,1,0.0,24.936000000000007
CA-2017-138527,2017-09-12,Standard Class,BN-11470,Brad Norvell,United States,Cary,North Carolina,27511.0,South,TEC-AC-10002399,15.216000000000001,1,0.2,2.282399999999999
CA-2017-112158,2017-12-02,First Class,DP-13165,David Philippe,United States,New York City,New York,10035.0,East,TEC-AC-10003628,119.96,4,0.0,52.78240000000001
US-2020-100048,2020-05-19,Standard Class,RS-19765,Roland Schwarz,United States,Mount Vernon,New York,10550.0,East,TEC-AC-10001606,299.96999999999997,3,0.0,113.9886
CA-2020-131954,2020-01-21,Standard Class,DS-13030,Darrin Sayre,United States,Seattle,Washington,98115.0,West,TEC-AC-10003610,179.97,3,0.0,86.38560000000001
CA-2017-132500,2017-09-08,Standard Class,GZ-14470,Gary Zandusky,United States,San Francisco,California,94110.0,West,TEC-AC-10001383,49.98,2,0.0,8.496599999999994
CA-2017-106803,2017-12-29,Standard Class,DC-13285,Debra Catini,United States,Cottage Grove,Minnesota,55016.0,Central,TEC-AC-10001267,119.8,4,0.0,47.92
CA-2017-162775,2017-01-13,Second Class,CS-12250,Chris Selesnick,United States,Bossier City,Louisiana,71111.0,South,TEC-AC-10003174,646.74,6,0.0,258.696
US-2018-157014,2018-10-03,Second Class,BM-11785,Bryan Mills,United States,Columbus,Ohio,43229.0,East,TEC-AC-10002167,24.0,2,0.2,-2.6999999999999993
US-2018-157014,2018-10-03,Second Class,BM-11785,Bryan Mills,United States,Columbus,Ohio,43229.0,East,TEC-AC-10000057,47.984,2,0.2,0.5997999999999966
CA-2018-140921,2018-02-03,First Class,AA-10375,Allen Armold,United States,Omaha,Nebraska,68104.0,Central,TEC-AC-10004901,149.97,3,0.0,50.9898
CA-2017-151995,2017-10-13,First Class,ZC-21910,Zuschuss Carroll,United States,Edmonds,Washington,98026.0,West,TEC-AC-10001101,25.78,2,0.0,2.5779999999999994
CA-2020-143686,2020-05-14,First Class,PJ-19015,Pauline Johnson,United States,Santa Ana,California,92704.0,West,TEC-AC-10001838,1399.93,7,0.0,601.9699
CA-2020-101434,2020-06-20,Standard Class,TR-21325,Toby Ritter,United States,Belleville,New Jersey,7109.0,East,TEC-AC-10002402,239.96999999999997,3,0.0,71.99099999999999
US-2017-102071,2017-05-09,Standard Class,PG-18820,Patrick Gardner,United States,San Francisco,California,94110.0,West,TEC-AC-10003441,67.8,4,0.0,4.067999999999998
US-2017-102071,2017-05-09,Standard Class,PG-18820,Patrick Gardner,United States,San Francisco,California,94110.0,West,TEC-AC-10000109,167.97,3,0.0,40.31280000000001
CA-2017-107755,2017-02-07,Standard Class,CK-12760,Cyma Kinney,United States,Linden,New Jersey,7036.0,East,TEC-AC-10000710,115.36,7,0.0,49.60480000000001
CA-2019-134474,2019-01-05,Second Class,AJ-10795,Anthony Johnson,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10001714,191.472,6,0.2,40.6878
CA-2019-116736,2019-01-17,Standard Class,CC-12430,Chuck Clark,United States,Concord,New Hampshire,3301.0,East,TEC-AC-10003628,29.99,1,0.0,13.195600000000002
CA-2019-116736,2019-01-17,Standard Class,CC-12430,Chuck Clark,United States,Concord,New Hampshire,3301.0,East,TEC-AC-10002049,371.96999999999997,3,0.0,66.95459999999997
CA-2020-132934,2020-06-20,Standard Class,JE-15475,Jeremy Ellison,United States,New Rochelle,New York,10801.0,East,TEC-AC-10000927,149.95,5,0.0,14.994999999999994
CA-2020-137596,2020-09-02,Standard Class,BE-11335,Bill Eplett,United States,Jackson,Michigan,49201.0,Central,TEC-AC-10004666,1928.7800000000002,7,0.0,829.3754000000002
CA-2020-102519,2020-11-27,First Class,BM-11650,Brian Moss,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-AC-10001772,143.73000000000002,9,0.0,56.05470000000001
CA-2018-111164,2018-04-11,Standard Class,SE-20110,Sanjit Engle,United States,New York City,New York,10009.0,East,TEC-AC-10002473,85.14,3,0.0,34.907399999999996
CA-2017-132962,2017-09-13,First Class,JM-15535,Jessica Myrick,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004353,252.00000000000003,5,0.2,53.550000000000004
US-2020-111745,2020-11-05,First Class,RA-19885,Ruben Ausman,United States,Farmington,New Mexico,87401.0,West,TEC-AC-10003911,159.99,1,0.0,54.39659999999999
CA-2018-124891,2018-07-31,First Class,RH-19495,Rick Hansen,United States,New York City,New York,10024.0,East,TEC-AC-10003033,2309.65,7,0.0,762.1844999999998
US-2018-126214,2018-12-21,Second Class,JS-15880,John Stevenson,United States,Seattle,Washington,98103.0,West,TEC-AC-10003198,99.6,1,0.0,36.852
CA-2019-102981,2019-09-06,Second Class,MO-17500,Mary O'Rourke,United States,New York City,New York,10035.0,East,TEC-AC-10004761,31.86,2,0.0,11.151
CA-2017-139192,2017-05-27,Second Class,LC-16885,Lena Creighton,United States,San Francisco,California,94109.0,West,TEC-AC-10001606,99.99,1,0.0,37.9962
CA-2019-134348,2019-11-12,Standard Class,MS-17710,Maurice Satty,United States,Mesa,Arizona,85204.0,West,TEC-AC-10003447,31.983999999999998,2,0.2,1.998999999999998
CA-2019-107216,2019-06-14,First Class,PV-18985,Paul Van Hugh,United States,San Francisco,California,94122.0,West,TEC-AC-10001013,29.29,1,0.0,9.665699999999998
CA-2020-140585,2020-12-18,Second Class,RA-19915,Russell Applegate,United States,Encinitas,California,92024.0,West,TEC-AC-10003610,119.98,2,0.0,57.5904
CA-2018-142755,2018-09-04,Standard Class,CS-12355,Christine Sundaresam,United States,Roswell,Georgia,30076.0,South,TEC-AC-10002049,619.9499999999999,5,0.0,111.59099999999995
CA-2018-125416,2018-11-02,First Class,KC-16540,Kelly Collister,United States,Seattle,Washington,98115.0,West,TEC-AC-10001552,447.93,9,0.0,49.27229999999999
CA-2019-168081,2019-04-24,Second Class,CA-12055,Cathy Armstrong,United States,Houston,Texas,77070.0,Central,TEC-AC-10003174,258.696,3,0.2,64.674
CA-2019-130946,2019-04-08,Standard Class,ZC-21910,Zuschuss Carroll,United States,Houston,Texas,77041.0,Central,TEC-AC-10001990,431.92800000000005,9,0.2,64.78919999999995
US-2020-118087,2020-09-09,Standard Class,SP-20620,Stefania Perrino,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10004469,95.88000000000001,3,0.2,28.764000000000006
US-2020-118087,2020-09-09,Standard Class,SP-20620,Stefania Perrino,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10003174,258.696,3,0.2,64.674
CA-2019-126004,2019-12-04,First Class,BM-11140,Becky Martin,United States,New York City,New York,10024.0,East,TEC-AC-10001432,78.15,1,0.0,34.38600000000001
US-2019-168620,2019-12-24,Second Class,RB-19795,Ross Baird,United States,Charlotte,North Carolina,28205.0,South,TEC-AC-10004469,255.68000000000004,8,0.2,76.70400000000001
CA-2019-119186,2019-05-26,First Class,MS-17710,Maurice Satty,United States,Fort Worth,Texas,76106.0,Central,TEC-AC-10000580,63.992,1,0.2,-7.199099999999996
CA-2017-163293,2017-09-08,First Class,KC-16255,Karen Carlisle,United States,Macon,Georgia,31204.0,South,TEC-AC-10004209,32.97,3,0.0,12.8583
CA-2017-163293,2017-09-08,First Class,KC-16255,Karen Carlisle,United States,Macon,Georgia,31204.0,South,TEC-AC-10000023,83.88,4,0.0,30.196799999999996
CA-2020-157651,2020-12-10,Standard Class,HA-14920,Helen Andreada,United States,Philadelphia,Pennsylvania,19120.0,East,TEC-AC-10003116,14.200000000000001,1,0.2,3.372499999999999
US-2020-155425,2020-11-10,First Class,AB-10600,Ann Blume,United States,Tucson,Arizona,85705.0,West,TEC-AC-10001314,239.95200000000003,6,0.2,-35.99280000000004
CA-2020-136672,2020-03-07,Standard Class,MG-17890,Michael Granlund,United States,Clinton,Maryland,20735.0,East,TEC-AC-10004510,49.08,3,0.0,4.907999999999998
CA-2019-124485,2019-11-24,First Class,NC-18340,Nat Carroll,United States,New York City,New York,10035.0,East,TEC-AC-10002323,88.4,4,0.0,11.492000000000004
US-2017-118486,2017-04-06,First Class,SD-20485,Shirley Daniels,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004659,116.78399999999999,2,0.2,21.89699999999999
CA-2020-115994,2020-01-28,Second Class,BT-11305,Beth Thompson,United States,Costa Mesa,California,92627.0,West,TEC-AC-10000580,239.96999999999997,3,0.0,26.39670000000001
CA-2018-126697,2018-09-21,First Class,SV-20815,Stuart Van,United States,Houston,Texas,77041.0,Central,TEC-AC-10004353,151.20000000000002,3,0.2,32.13
CA-2018-139731,2018-10-15,First Class,JE-15745,Joel Eaton,United States,Amarillo,Texas,79109.0,Central,TEC-AC-10004975,263.88,3,0.2,42.88050000000001
CA-2019-152289,2019-08-26,First Class,LC-16930,Linda Cazamias,United States,Pasadena,Texas,77506.0,Central,TEC-AC-10004571,159.984,2,0.2,43.9956
CA-2017-151708,2017-08-08,Standard Class,MB-17305,Maria Bertelson,United States,Glendale,Arizona,85301.0,West,TEC-AC-10001767,95.97600000000001,3,0.2,-10.79730000000001
CA-2018-100769,2018-05-16,First Class,TH-21550,Tracy Hopkins,United States,Jacksonville,Florida,32216.0,South,TEC-AC-10002402,255.968,4,0.2,31.995999999999974
US-2019-108098,2019-10-14,Standard Class,CP-12340,Christine Phan,United States,Seattle,Washington,98115.0,West,TEC-AC-10000865,177.0,3,0.0,30.089999999999982
CA-2018-140410,2018-11-03,Standard Class,CM-12655,Corinna Mitchell,United States,Los Angeles,California,90008.0,West,TEC-AC-10001109,89.97,3,0.0,37.787400000000005
CA-2020-120761,2020-09-04,Standard Class,AB-10150,Aimee Bixby,United States,Long Beach,New York,11561.0,East,TEC-AC-10000171,91.96,4,0.0,39.5428
CA-2018-129112,2018-11-29,First Class,AW-10840,Anthony Witt,United States,Allen,Texas,75002.0,Central,TEC-AC-10003038,21.48,3,0.2,-0.26850000000000307
US-2017-157385,2017-11-23,First Class,SC-20095,Sanjit Chand,United States,Los Angeles,California,90004.0,West,TEC-AC-10003280,29.99,1,0.0,6.2978999999999985
CA-2018-131338,2018-08-09,First Class,NP-18325,Naresj Patel,United States,New York City,New York,10024.0,East,TEC-AC-10002600,247.8,4,0.0,34.69200000000001
US-2019-113509,2019-03-15,Standard Class,PL-18925,Paul Lucas,United States,Philadelphia,Pennsylvania,19143.0,East,TEC-AC-10004855,83.97600000000001,3,0.2,-13.6461
CA-2020-108560,2020-07-08,Standard Class,JC-15385,Jenna Caffey,United States,Kent,Washington,98031.0,West,TEC-AC-10003063,50.0,2,0.0,10.5
CA-2018-157084,2018-12-19,Standard Class,JG-15160,James Galang,United States,Los Angeles,California,90049.0,West,TEC-AC-10002049,1265.85,3,0.0,556.974
CA-2019-106530,2019-05-08,First Class,CL-12565,Clay Ludtke,United States,Cleveland,Ohio,44105.0,East,TEC-AC-10001465,58.112,2,0.2,7.263999999999994
CA-2018-105221,2018-11-01,First Class,VM-21685,Valerie Mitchum,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10002323,35.36000000000001,2,0.2,-3.0939999999999994
US-2020-132444,2020-11-18,First Class,CD-12280,Christina DeMoss,United States,Seattle,Washington,98105.0,West,TEC-AC-10003832,132.52,4,0.0,54.333200000000005
CA-2019-128531,2019-11-24,Second Class,NS-18505,Neola Schneider,United States,Dallas,Texas,75217.0,Central,TEC-AC-10002049,297.576,3,0.2,-7.439400000000035
CA-2019-128531,2019-11-24,Second Class,NS-18505,Neola Schneider,United States,Dallas,Texas,75217.0,Central,TEC-AC-10003023,94.992,2,0.2,-2.374800000000004
CA-2019-107615,2019-03-22,First Class,RB-19645,Robert Barroso,United States,North Las Vegas,Nevada,89031.0,West,TEC-AC-10001013,58.58,2,0.0,19.331399999999995
US-2019-158708,2019-06-26,Second Class,AB-10255,Alejandro Ballentine,United States,Plano,Texas,75023.0,Central,TEC-AC-10003133,13.616,2,0.2,3.574200000000001
CA-2018-156335,2018-09-25,Second Class,PO-19195,Phillina Ober,United States,Bayonne,New Jersey,7002.0,East,TEC-AC-10002006,63.96,4,0.0,19.827599999999997
US-2018-123218,2018-12-20,Standard Class,KD-16345,Katherine Ducich,United States,Chicago,Illinois,60623.0,Central,TEC-AC-10000736,255.968,4,0.2,51.193599999999996
CA-2019-106894,2019-02-07,First Class,CA-12265,Christina Anderson,United States,Springfield,Virginia,22153.0,South,TEC-AC-10003063,100.0,4,0.0,21.0
CA-2018-130204,2018-09-03,Standard Class,DB-13120,David Bremer,United States,San Francisco,California,94122.0,West,TEC-AC-10003038,17.9,2,0.0,3.400999999999998
CA-2018-130204,2018-09-03,Standard Class,DB-13120,David Bremer,United States,San Francisco,California,94122.0,West,TEC-AC-10003590,129.45,5,0.0,46.602
CA-2020-152807,2020-10-30,Standard Class,MC-18100,Mick Crebagga,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-AC-10001142,442.40000000000003,7,0.2,-55.30000000000007
CA-2017-139017,2017-05-11,Standard Class,RM-19375,Raymond Messe,United States,Houston,Texas,77095.0,Central,TEC-AC-10001013,46.864000000000004,2,0.2,7.615399999999994
CA-2019-129686,2019-11-27,Second Class,GG-14650,Greg Guthrie,United States,Chicago,Illinois,60623.0,Central,TEC-AC-10001266,62.400000000000006,6,0.2,19.499999999999993
CA-2019-124667,2019-11-11,Standard Class,BD-11770,Bryan Davis,United States,New York City,New York,10011.0,East,TEC-AC-10003447,59.97,3,0.0,14.992499999999996
CA-2020-166317,2020-09-22,Standard Class,JE-15610,Jim Epp,United States,Milwaukee,Wisconsin,53209.0,Central,TEC-AC-10004510,98.16,6,0.0,9.815999999999995
CA-2018-154326,2018-02-15,Standard Class,RP-19855,Roy Phan,United States,Kenosha,Wisconsin,53142.0,Central,TEC-AC-10004568,139.95,5,0.0,26.590499999999988
CA-2020-158379,2020-09-22,Second Class,JA-15970,Joseph Airdo,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10002926,79.98400000000001,2,0.2,22.995400000000004
US-2019-116729,2019-12-25,First Class,GK-14620,Grace Kelly,United States,Los Angeles,California,90049.0,West,TEC-AC-10001465,254.24,7,0.0,76.27199999999998
US-2020-113852,2020-07-29,Standard Class,GW-14605,Giulietta Weimer,United States,Seattle,Washington,98115.0,West,TEC-AC-10003027,90.57000000000001,3,0.0,11.774100000000004
CA-2018-160472,2018-07-20,Second Class,RK-19300,Ralph Kennedy,United States,South Bend,Indiana,46614.0,Central,TEC-AC-10002253,831.2,5,0.0,124.68000000000004
CA-2020-167094,2020-10-21,First Class,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477.0,West,TEC-AC-10003116,28.400000000000002,2,0.2,6.744999999999998
CA-2019-105963,2019-11-15,Standard Class,SC-20770,Stewart Carmichael,United States,Los Angeles,California,90008.0,West,TEC-AC-10003832,99.39000000000001,3,0.0,40.749900000000004
CA-2017-103366,2017-01-15,First Class,EH-13990,Erica Hackney,United States,Roswell,Georgia,30076.0,South,TEC-AC-10003628,149.95,5,0.0,65.97800000000001
CA-2020-102834,2020-03-09,Standard Class,LW-16990,Lindsay Williams,United States,San Francisco,California,94110.0,West,TEC-AC-10001908,199.98,2,0.0,69.993
CA-2020-101245,2020-11-27,Standard Class,LW-16990,Lindsay Williams,United States,San Francisco,California,94109.0,West,TEC-AC-10001284,166.16,8,0.0,59.8176
CA-2019-108581,2019-06-20,Standard Class,EA-14035,Erin Ashbrook,United States,Carrollton,Texas,75007.0,Central,TEC-AC-10001109,95.968,4,0.2,26.3912
CA-2020-157987,2020-09-02,Standard Class,AC-10615,Ann Chong,United States,New York City,New York,10009.0,East,TEC-AC-10002842,238.0,2,0.0,38.08000000000001
CA-2020-157987,2020-09-02,Standard Class,AC-10615,Ann Chong,United States,New York City,New York,10009.0,East,TEC-AC-10000109,167.97,3,0.0,40.31280000000001
CA-2020-110905,2020-09-10,Second Class,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10003023,296.84999999999997,5,0.0,53.43299999999999
CA-2020-110905,2020-09-10,Second Class,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,Central,TEC-AC-10002217,112.80000000000001,6,0.0,6.768000000000001
CA-2020-117485,2020-09-23,Standard Class,BD-11320,Bill Donatelli,United States,Tulsa,Oklahoma,74133.0,Central,TEC-AC-10004659,291.96,4,0.0,102.18599999999998
CA-2020-140242,2020-05-06,Standard Class,ML-17755,Max Ludwig,United States,Chicago,Illinois,60623.0,Central,TEC-AC-10004659,408.74399999999997,7,0.2,76.63949999999998
CA-2017-148950,2017-12-14,Standard Class,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610.0,Central,TEC-AC-10002718,35.016000000000005,3,0.2,-2.188500000000003
CA-2020-166128,2020-04-11,Standard Class,LW-17215,Luke Weiss,United States,Pasadena,California,91104.0,West,TEC-AC-10001767,199.95000000000002,5,0.0,21.994499999999988
CA-2017-111150,2017-12-31,Standard Class,RW-19630,Rob Williams,United States,Columbia,Missouri,65203.0,Central,TEC-AC-10000290,47.53,7,0.0,16.160200000000003
CA-2018-155761,2018-12-11,First Class,SC-20800,Stuart Calhoun,United States,Houston,Texas,77041.0,Central,TEC-AC-10001606,159.984,2,0.2,35.9964
CA-2020-120376,2020-12-22,First Class,TP-21130,Theone Pippenger,United States,Detroit,Michigan,48227.0,Central,TEC-AC-10001114,199.95000000000002,5,0.0,63.98399999999999
CA-2020-120376,2020-12-22,First Class,TP-21130,Theone Pippenger,United States,Detroit,Michigan,48227.0,Central,TEC-AC-10000844,84.99,1,0.0,30.596399999999996
CA-2017-106439,2017-10-31,Standard Class,GG-14650,Greg Guthrie,United States,Los Angeles,California,90049.0,West,TEC-AC-10004568,251.91,9,0.0,47.86289999999998
